YIL,AY,ILCE,MAHALLE,ABONELIK_GRUBU,ABONELIK_TURU,ABONE_TIPI,ABONE_ADEDI,ORTALAMA_TUKETIM
2024,1,BAYINDIR,ALANKÖY,,Su,KIRSAL KONUT ( KÖY),53,447.0
2024,9,KEMALPAŞA,ÇAMBEL,Konut Dışı,Su,ORMAN KÖYÜ VE ESKİ KÖYLER İŞYERİ,6,101.0
2023,1,MENDERES,ATAKÖY,Tarım Hayvan,Su,ORMAN KÖYÜ VE ESKİ KÖYLER TARIM/ HAYVAN,74,721.0
2023,3,BAYRAKLI,TEPEKULE,Konut,Su,ŞEHİT GAZİ,17,156.0
2024,8,KONAK,ATAMER,Konut,Su,KONUT (S),2,41.0
2022,12,BEYDAĞ,SARIKAYA,Tarım Hayvan,Su,ORMAN KÖYÜ VE ESKİ KÖYLER TARIM/ HAYVAN,5,349.0
2021,9,BEYDAĞ,YUKARIAKTEPE,Sulama,Su,PARKLAR  VE  MEZARLIKLAR,1,1.0
2024,7,ÇEŞME,İSMET İNÖNÜ,Konut Dışı,Su,RESMİ DAİRE,3,578.0
2023,12,DİKİLİ,CUMHURİYET,Konut,Su,E.A.,37,384.0
2020,6,BAYINDIR,YENİ,Sulama,Su,PARKLAR  VE  MEZARLIKLAR,1,477.0
2020,11,TORBALI,CUMHURİYET,Konut Dışı,Su,İŞYERİ,25,371.0
2022,6,BERGAMA,ÇAMAVLU,Konut Dışı,Su,ORMAN KÖYÜ VE ESKİ KÖYLER İŞYERİ,10,724.0
2021,2,KINIK,ÇALTI,Tarım Hayvan,Su,ORMAN KÖYÜ VE ESKİ KÖYLER TARIM/ HAYVAN,1,1.0
2021,9,BERGAMA,ÖRLEMİŞ,Tarım Hayvan,Su,ORMAN KÖYÜ VE ESKİ KÖYLER TARIM/ HAYVAN,4,79.0
2022,6,ÇİĞLİ,KÖYİÇİ,Sulama,Su,PARKLAR  VE  MEZARLIKLAR,2,3171.0
2022,9,ÇİĞLİ,EVKA-5,Sulama,Su,PARKLAR  VE  MEZARLIKLAR,12,3848.0
2024,3,SELÇUK,İSA BEY,Konut,Su,KONUT (S),45,434.0
2021,5,BUCA,YEŞİLBAĞLAR,Sulama,Su,PARKLAR  VE  MEZARLIKLAR,3,173.0
2023,11,URLA,GÜLBAHÇE,Konut Dışı,Atıksu,KUYU ATIK SU İŞYERİ,1,30.0
2021,12,KONAK,ÇINARLI,Konut Dışı,Su,BELEDİYE,1,7.0
2023,3,BERGAMA,GAZİOSMANPAŞA,Konut Dışı,Su,RESMİ OKUL HASTANELER,3,610.0
2022,10,KARABAĞLAR,ARAP HASAN,Konut Dışı,Su,RESMİ OKUL HASTANELER,1,234.0
2023,6,ALİAĞA,SİTELER,Konut Dışı,Su,BELEDİYE,7,2290.0
2023,3,BAYINDIR,GAZİLER,Tarım Hayvan,Su,ORMAN KÖYÜ VE ESKİ KÖYLER TARIM/ HAYVAN,2,8.0
2023,12,KARABURUN,SARPINCIK,Konut Dışı,Su,ORMAN KÖYÜ VE ESKİ KÖYLER İŞYERİ,2,2.0
2023,3,ÇİĞLİ,AHMET TANER KIŞLALI,Konut,Su,KONUT (S),8,89.0
2023,1,MENDERES,MİTHATPAŞA,Konut,Su,KONUT,1870,19124.0
2023,10,URLA,GÜLBAHÇE,Konut,Su,ORMAN KÖYÜ VE ESKİ KÖYLER KONUT,9,383.0
2023,5,TİRE,ESKİOBA,Konut Dışı,Su,ORMAN KÖYÜ VE ESKİ KÖYLER İŞYERİ,5,102.0
2023,7,ÇEŞME,16 EYLÜL,Konut Dışı,Su,RESMİ OKUL HASTANELER,4,92.0
2024,9,DİKİLİ,CUMHURİYET,Konut Dışı,Su,İNŞAAT (ŞANTİYE),19,1156.0
2024,1,SEFERİHİSAR,ORHANLI,Tarım Hayvan,Su,ORMAN KÖYÜ VE ESKİ KÖYLER TARIM/ HAYVAN,26,85.0
2022,2,TİRE,DOYRANLI,Konut Dışı,Su,ORMAN KÖYÜ VE ESKİ KÖYLER İŞYERİ,4,184.0
2020,12,KARABURUN,İSKELE,Konut Dışı,Su,İNŞAAT (ŞANTİYE),17,318.0
2020,12,ÇEŞME,ARDIÇ,Konut Dışı,Su,İŞYERİ,15,856.0
2023,11,TİRE,KIZILCAHAVLU,Konut,Su,ORMAN KÖYÜ VE ESKİ KÖYLER KONUT,196,3069.0
2021,8,URLA,TORASAN,Konut,Su,ŞEHİT GAZİ,2,36.0
2022,4,BORNOVA,BİRLİK,Konut,Su,E.A.,45,504.0
2023,11,KARABAĞLAR,UZUNDERE,Konut Dışı,Su,AİLEHEKİM.RES.HAS.,1,7.0
2023,1,KARŞIYAKA,YALI,Konut Dışı,Su,AİLEHEKİM.RES.HAS.,1,9.0
2023,4,TİRE,MAHMUTLAR,Konut Dışı,Su,BELEDİYE,1,53.0
2023,2,MENDERES,ÖZDERE CUMHURİYET,Konut Dışı,Su,RESMİ OKUL HASTANELER,1,71.0
2023,4,KARABAĞLAR,METİN OKTAY,Sulama,Su,PARKLAR  VE  MEZARLIKLAR,1,1.0
2024,6,KARABAĞLAR,BAHÇELİEVLER,Konut Dışı,Su,BAKIMEVLERİ,1,42.0
2022,10,URLA,SIRA,Konut,Su,E.A.,20,215.0
2020,6,TORBALI,YENİ,Konut,Su,ŞEHİT GAZİ,1,66.0
2021,1,ÖDEMİŞ,GÜNEY,Konut,Su,KÖY ENGELLİ,1,46.0
2023,5,TİRE,KÜÇÜKBURUN,Tarım Hayvan,Su,ORMAN KÖYÜ VE ESKİ KÖYLER TARIM/ HAYVAN,1,2.0
2023,6,ÇEŞME,SAKARYA,Konut Dışı,Su,İNŞAAT (ŞANTİYE),2,71.0
2021,2,KEMALPAŞA,ULUCAK MUSTAFA KEMAL ATATÜRK,Tarım Hayvan,Su,İLÇE BELEDİYE TARIM / HAYVAN,1,2.0
2023,8,KARABAĞLAR,YUNUS EMRE,Konut Dışı,Su,BELEDİYE,3,429.0
2023,11,MENEMEN,85.YIL CUMHURİYET,Konut,Su,E.A.,8,56.0
2021,10,GÜZELBAHÇE,MUSTAFA KEMAL PAŞA,Konut Dışı,Su,İNŞAAT (ŞANTİYE),17,208.0
2023,7,KARABURUN,HASSEKİ,Tarım Hayvan,Su,ORMAN KÖYÜ VE ESKİ KÖYLER TARIM/ HAYVAN,7,31.0
2024,4,GÜZELBAHÇE,SİTELER,Konut,Su,E.A.,24,463.0
2022,10,SEFERİHİSAR,CUMHURİYET,Konut Dışı,Su,BELEDİYE,3,146.0
2023,3,TİRE,BÜYÜKKALE,Konut Dışı,Su,ORMAN KÖYÜ VE ESKİ KÖYLER İŞYERİ,8,222.0
2020,11,SELÇUK,14 MAYIS,Konut Dışı,Su,RESMİ OKUL HASTANELER,1,15.0
2020,11,GAZİEMİR,YEŞİL,Konut Dışı,Su,FIRIN HAMAM ABONELERİ,2,29.0
2024,4,NARLIDERE,SAHİLEVLERİ,Konut Dışı,Su,İNŞAAT (ŞANTİYE),10,380.0
2021,7,GAZİEMİR,AKTEPE,Konut,Su,KONUT,1486,16877.0
2024,3,SELÇUK,CUMHURİYET,Konut,Su,ŞEHİT GAZİ,4,43.0
2021,8,KARŞIYAKA,GONCALAR,Konut Dışı,Su,İŞYERİ,300,2983.0
2023,6,ÇEŞME,ILDIR,Konut,Su,KONUT,165,3435.0
2021,3,FOÇA,YENİBAĞARASI,Konut Dışı,Atıksu,KUYU ATIK SU İŞYERİ,1,51.0
2020,7,BALÇOVA,ONUR,Sulama,Su,PARKLAR  VE  MEZARLIKLAR,13,1913.0
2021,7,MENEMEN,YANIKKÖY,Tarım Hayvan,Su,ORMAN KÖYÜ VE ESKİ KÖYLER TARIM/ HAYVAN,15,666.0
2022,8,GÜZELBAHÇE,YELKİ,Konut Dışı,Su,İNŞAAT (ŞANTİYE),23,967.0
2023,12,TİRE,KÜÇÜKKALE,Tarım Hayvan,Su,ORMAN KÖYÜ VE ESKİ KÖYLER TARIM/ HAYVAN,10,649.0
2022,11,KARŞIYAKA,İMBATLI,Konut Dışı,Su,RESMİ DAİRE,2,31.0
2020,6,KONAK,ÇANKAYA,Konut,Su,ŞEHİT GAZİ,16,415.0
2021,9,KONAK,HALKAPINAR,Konut Dışı,Su,İBADETHANELER,1,5.0
2021,6,MENEMEN,IRMAK,Konut Dışı,Su,RESMİ DAİRE,2,63.0
2020,9,BERGAMA,BOZYERLER,Konut Dışı,Su,ORMAN KÖYÜ VE ESKİ KÖYLER İŞYERİ,1,57.0
2023,9,BUCA,KARANFİL,Konut,Su,KONUT (AFET),1,15.0
2024,5,KEMALPAŞA,BAĞYURDU YENİ,Konut Dışı,Su,FIRIN HAMAM ABONELERİ,1,2.0
2023,3,KONAK,KÜLTÜR,Konut Dışı,Su,RESMİ DAİRE,7,1606.0
2021,9,BUCA,KURUÇEŞME,Konut,Su,KONUT,7251,72335.0
2023,3,KEMALPAŞA,ÖREN EGEMEN,Konut Dışı,Su,İŞYERİ,2,16.0
2023,2,ÇEŞME,SAKARYA,Konut Dışı,Su,İŞYERİ,37,1035.0
2020,11,TORBALI,MURATBEY,Konut Dışı,Su,RESMİ DAİRE,7,1074.0
2023,11,MENEMEN,İNCİRLİ PINAR,Konut,Su,KONUT (AFET),5,88.0
2024,5,KARABAĞLAR,KAVACIK,Konut Dışı,Su,ORMAN KÖYÜ VE ESKİ KÖYLER İŞYERİ,7,86.0
2024,2,KARABAĞLAR,BAHAR,Konut,Su,KONUT (S),16,186.0
2024,2,MENDERES,DEĞİRMENDERE,Tarım Hayvan,Su,İLÇE BELEDİYE TARIM / HAYVAN,58,499.0
2024,6,KARŞIYAKA,ZÜBEYDE HANIM,Konut,Su,KONUT (S),29,350.0
2021,12,KARABURUN,MORDOĞAN,Konut Dışı,Su,BELDE İŞYERİ ABONELERİ,139,3534.0
2020,6,BALÇOVA,KORUTÜRK,Konut Dışı,Su,FIRIN HAMAM ABONELERİ,5,100.0
2021,8,KINIK,TÜRKCEDİT,Konut Dışı,Su,BELEDİYE,1,10.0
2023,12,DİKİLİ,DELİKTAŞ,Konut,Su,E.A.,1,2.0
2024,2,GAZİEMİR,GAZİKENT,Konut Dışı,Su,BELEDİYE,5,122.0
2022,5,NARLIDERE,ALTIEVLER,Konut Dışı,Su,İNŞAAT (ŞANTİYE),9,205.0
2022,3,NARLIDERE,ÇATALKAYA,Konut,Su,ŞEHİT GAZİ,9,81.0
2024,1,KİRAZ,KARABAĞ,Konut Dışı,Su,İBADETHANELER,1,27.0
2024,4,KEMALPAŞA,ÖREN 75.YIL CUMHURİYET,Konut Dışı,Su,İNŞAAT (ŞANTİYE),1,14.0
2022,11,BERGAMA,DURMUŞLAR,Konut,Su,ORMAN KÖYÜ VE ESKİ KÖYLER KONUT,57,1025.0
2021,10,BAYINDIR,ARIKBAŞI,Konut Dışı,Su,ORMAN KÖYÜ VE ESKİ KÖYLER İŞYERİ,10,394.0
2023,5,NARLIDERE,SAHİLEVLERİ,Konut Dışı,Su,İNŞAAT (ŞANTİYE),15,583.0
2020,9,ALİAĞA,B.HAYRETTİN PAŞA,Konut,Su,İLÇE BELEDİYESİ BAHÇE SUYU,9,105.0
2021,9,MENEMEN,CUMHURİYET,Konut Dışı,Atıksu,KUYU ATIK SU İŞYERİ,3,104.0
2020,7,BERGAMA,GAZİOSMANPAŞA,Konut Dışı,Su,RESMİ OKUL HASTANELER,3,92.0
2020,11,BUCA,DUMLUPINAR,Konut Dışı,Su,BELEDİYE,2,157.0
2020,6,BEYDAĞ,YAĞCILAR,Konut,Su,ORMAN KÖYÜ VE ESKİ KÖYLER KONUT,171,7886.0
2024,3,DİKİLİ,CUMHURİYET,Konut Dışı,Atıksu,KUYU ATIK SU İŞYERİ,5,114.0
2023,1,BUCA,GÖKSU,Konut,Su,ŞEHİT GAZİ,6,67.0
2022,7,GÜZELBAHÇE,YAKA,Konut Dışı,Su,RESMİ DAİRE,1,112.0
2024,1,SELÇUK,14 MAYIS,Konut,Su,KONUT,2290,20424.0
2022,11,NARLIDERE,ÇAMTEPE,Konut Dışı,Su,İNŞAAT (ŞANTİYE),4,214.0
2020,10,KARABAĞLAR,BAHÇELİEVLER,Konut Dışı,Su,ÖZEL OKULLAR,3,23.0
2022,9,SELÇUK,CUMHURİYET,Sulama,Su,PARKLAR  VE  MEZARLIKLAR,7,1364.0
2023,10,ÇEŞME,16 EYLÜL,Konut Dışı,Su,İNŞAAT (ŞANTİYE),17,3152.0
2024,8,GAZİEMİR,ZAFER,Konut,Su,ŞEHİT GAZİ,5,86.0
2022,6,BALÇOVA,FEVZİ ÇAKMAK,Konut,Su,ŞEHİT GAZİ,16,145.0
2022,1,ALİAĞA,FATİH,Konut Dışı,Su,İŞYERİ,25,675.0
2024,5,SELÇUK,HAVUTÇULU,Konut Dışı,Su,ORMAN KÖYÜ VE ESKİ KÖYLER İŞYERİ,4,20.0
2022,8,NARLIDERE,YENİKALE,Konut,Su,İLÇE BELEDİYESİ BAHÇE SUYU,12,178.0
2022,3,FOÇA,İSMETPAŞA,Konut Dışı,Su,RESMİ OKUL HASTANELER,2,123.0
2024,7,BUCA,VALİ RAHMİ BEY,Konut Dışı,Su,ÖZEL OKULLAR,12,214.0
2020,9,BAYRAKLI,POSTACILAR,Konut Dışı,Su,FIRIN HAMAM ABONELERİ,3,36.0
2022,9,KEMALPAŞA,ARMUTLU 85.YIL CUMHURİYET,Konut Dışı,Su,İNŞAAT (ŞANTİYE),6,561.0
2020,1,BERGAMA,BAHÇELİEVLER,Konut Dışı,Su,İŞYERİ,53,510.0
2022,12,KEMALPAŞA,BAYRAMLI,Konut,Su,ORMAN KÖYÜ VE ESKİ KÖYLER KONUT,50,334.0
2022,12,NARLIDERE,NARLI,Konut,Su,E.A.,117,1298.0
2024,1,KONAK,MURAT REİS,Sulama,Su,PARKLAR  VE  MEZARLIKLAR,4,31.0
2022,1,BORNOVA,YUNUS EMRE,Konut,Su,E.A.,19,288.0
2023,3,KARŞIYAKA,MAVİŞEHİR,Konut Dışı,Atıksu,K.Ö.P.,1,112.0
2020,6,BEYDAĞ,CUMHURİYET,Konut Dışı,Su,İNŞAAT (ŞANTİYE),2,84.0
2024,3,MENEMEN,IRMAK,Konut,Su,İLÇE BELEDİYESİ BAHÇE SUYU,3,9.0
2024,6,TİRE,GÖKÇEN,Konut,Su,BELDE ENGELLİ ABONELERİ,4,83.0
2023,2,FOÇA,HACIVELİ,Konut Dışı,Su,İŞYERİ,42,628.0
2020,2,ÖDEMİŞ,MURSALLI,Konut Dışı,Su,ORMAN KÖYÜ VE ESKİ KÖYLER İŞYERİ,3,40.0
2023,2,KINIK,AŞAĞI,Konut Dışı,Su,FIRIN HAMAM ABONELERİ,1,99.0
2023,7,BEYDAĞ,ATATÜRK,Sulama,Su,PARKLAR  VE  MEZARLIKLAR,2,38.0
2022,7,MENDERES,GÜMÜLDÜR ATATÜRK,Konut,Su,KONUT (S),4,64.0
2021,1,BERGAMA,KALEARDI,Konut,Su,ORMAN KÖYÜ VE ESKİ KÖYLER KONUT,24,397.0
2023,5,BAYRAKLI,ALPASLAN,Konut Dışı,Su,İBADETHANELER,1,11.0
2020,3,KARŞIYAKA,ŞEMİKLER,Konut Dışı,Su,BELEDİYE,2,184.0
2022,1,DİKİLİ,MERDİVENLİ,Konut,Su,ORMAN KÖYÜ VE ESKİ KÖYLER KONUT,54,722.0
2021,3,KARŞIYAKA,TERSANE,Konut,Su,KONUT,2468,20892.0
2022,2,SEFERİHİSAR,CUMHURİYET,Konut Dışı,Atıksu,KUYU ATIK SU RESMİ DAİRE,1,18.0
2022,10,GÜZELBAHÇE,ÇELEBİ,Konut,Su,E.A.,28,414.0
2022,5,ÇİĞLİ,KÖYİÇİ,Konut Dışı,Su,İNŞAAT (ŞANTİYE),1,452.0
2024,4,MENEMEN,YAHŞELLİ,Konut,Su,KÖY ŞEHİT GAZİ,1,31.0
2020,9,MENEMEN,KAZIMPAŞA,Konut Dışı,Su,İŞYERİ,14,168.0
2022,1,ÇİĞLİ,ESENTEPE,Konut Dışı,Su,BELEDİYE,1,591.0
2020,8,SEFERİHİSAR,PAYAMLI,Konut,Su,İLÇE BELEDİYESİ BAHÇE SUYU,57,435.0
2020,6,BERGAMA,SELÇUK,Konut Dışı,Su,İŞYERİ,5,27.0
2024,8,ALİAĞA,KALABAK,Konut,Su,KÖY ENGELLİ,1,21.0
2020,7,KEMALPAŞA,ÖREN 75.YIL CUMHURİYET,Konut Dışı,Su,RESMİ DAİRE,1,54.0
2022,2,GAZİEMİR,BİNBAŞI REŞATBEY,Konut Dışı,Su,BELEDİYE,3,595.0
2022,6,ÖDEMİŞ,CUMHURİYET,Konut Dışı,Su,İŞYERİ,210,1771.0
2020,11,ÇEŞME,İSMET İNÖNÜ,Konut Dışı,Su,İŞYERİ,257,2689.0
2022,7,BALÇOVA,KORUTÜRK,Konut Dışı,Su,TURİSTİK TESİS,1,14328.0
2024,6,ÇEŞME,BOYALIK,Konut,Su,E.A.,6,77.0
2023,10,KONAK,YAVUZ SELİM,Konut,Su,E.A.,19,228.0
2020,12,GÜZELBAHÇE,ATATÜRK,Konut Dışı,Su,RESMİ DAİRE,1,82.0
2020,4,ÇEŞME,MUSALLA,Sulama,Su,PARKLAR  VE  MEZARLIKLAR,1,824.0
2024,4,KEMALPAŞA,NAZARKÖY,Konut Dışı,Atıksu,K.ATIKSU TURİSTİK TESİS,1,26.0
2023,1,BERGAMA,FATİH,Konut Dışı,Su,İŞYERİ,173,1991.0
2023,9,ALİAĞA,SİTELER,Konut,Su,ŞEHİT GAZİ,2,14.0
2020,8,BORNOVA,DOĞANLAR,Konut Dışı,Su,İŞYERİ,399,5656.0
2023,5,KARABAĞLAR,YURDOĞLU,Konut,Su,ŞEHİT GAZİ,7,86.0
2020,9,BUCA,ZAFER,Konut Dışı,Atıksu,KUYU ATIK SU İŞYERİ,8,1040.0
2022,1,TİRE,BOYNUYOĞUN,Tarım Hayvan,Su,ORMAN KÖYÜ VE ESKİ KÖYLER TARIM/ HAYVAN,8,385.0
2020,6,BAYRAKLI,ONUR,Konut,Su,ŞEHİT GAZİ,5,441.0
2024,7,KINIK,CUMALI,Konut,Su,KÖY ENGELLİ,1,10.0
2023,6,ALİAĞA,ŞEHİTKEMAL,Tarım Hayvan,Su,ORMAN KÖYÜ VE ESKİ KÖYLER TARIM/ HAYVAN,3,29.0
2024,8,KARABAĞLAR,REİS,Konut Dışı,Su,FIRIN HAMAM ABONELERİ,1,45.0
2024,5,SELÇUK,ŞİRİNCE,Konut Dışı,Su,RESMİ OKUL HASTANELER,1,19.0
2021,2,KINIK,YAYAKENT,Konut,Su,BELDE ENGELLİ ABONELERİ,6,74.0
2021,8,TİRE,BÜYÜKKALE,Konut Dışı,Su,RESMİ DAİRE,1,12.0
2021,7,GÜZELBAHÇE,ÇELEBİ,Konut,Su,ŞEHİT GAZİ,5,72.0
2023,12,ÖDEMİŞ,ÇAMYAYLA,Tarım Hayvan,Su,ORMAN KÖYÜ VE ESKİ KÖYLER TARIM/ HAYVAN,1,18.0
2023,9,KARABURUN,MERKEZ,Konut,Su,ŞEHİT GAZİ,2,45.0
2020,4,MENDERES,ŞAŞAL,Konut Dışı,Su,BELEDİYE,1,27.0
2024,8,BAYRAKLI,KÖRFEZ,Konut,Su,KONUT (S),6,75.0
2020,10,MENDERES,ÇAKALTEPE,Konut Dışı,Su,İŞYERİ,1,8.0
2023,10,KARABURUN,PARLAK,Konut Dışı,Su,İBADETHANELER,1,13.0
2022,11,GAZİEMİR,ATIFBEY,Konut Dışı,Su,RESMİ KIZILAY KAN,1,6.0
2024,8,NARLIDERE,NARLI,Konut Dışı,Su,BELEDİYE,3,187.0
2023,12,FOÇA,CUMHURİYET,Konut Dışı,Atıksu,KUYU ATIK SU İŞYERİ,2,80.0
2022,2,KONAK,KOCATEPE,Konut Dışı,Su,RESMİ DAİRE,1,12.0
2022,6,KARŞIYAKA,ATAKENT,Konut Dışı,Su,BELEDİYE,2,118.0
2021,3,BEYDAĞ,BAKIRKÖY,Konut,Su,KÖY ENGELLİ,3,25.0
2021,8,ALİAĞA,YUKARI ŞEHİTKEMAL,Konut,Su,5216 ESKİ KÖY ENGELLİ,2,59.0
2020,2,URLA,CAMİATİK,Konut Dışı,Su,RESMİ OKUL HASTANELER,2,20.0
2021,12,FOÇA,KEMAL ATATÜRK,Konut,Su,KONUT,275,2957.0
2022,3,SELÇUK,ZAFER,Konut Dışı,Su,İNŞAAT (ŞANTİYE),7,19.0
2020,3,BEYDAĞ,PALAMUTÇUK,Konut Dışı,Su,ORMAN KÖYÜ VE ESKİ KÖYLER İŞYERİ,1,1.0
2023,3,MENDERES,GÜMÜLDÜR FEVZİ ÇAKMAK,Konut Dışı,Atıksu,KUYU ATIK SU İŞYERİ,9,125.0
2021,5,TORBALI,CUMHURİYET,Konut Dışı,Su,RESMİ OKUL HASTANELER,3,536.0
2023,9,BUCA,MENDERES,Konut Dışı,Su,İŞYERİ,313,3833.0
2023,1,KINIK,SUCAHLI,Konut,Su,ORMAN KÖYÜ VE ESKİ KÖYLER KONUT,72,1154.0
2023,3,ÇİĞLİ,GÜZELTEPE,Konut,Su,ŞEHİT GAZİ,1,14.0
2023,1,BORNOVA,ZAFER,Konut Dışı,Su,RESMİ DAİRE,1,4.0
2022,12,KEMALPAŞA,DEREKÖY,Tarım Hayvan,Su,ORMAN KÖYÜ VE ESKİ KÖYLER TARIM/ HAYVAN,9,47.0
2021,8,URLA,HACI İSA,Konut,Atıksu,KUYU ATIK SU KONUT,2,30.0
2024,3,BAYINDIR,MEKTEP,Tarım Hayvan,Su,İLÇE BELEDİYE TARIM / HAYVAN,3,29.0
2021,4,KONAK,MERSİNLİ,Konut Dışı,Su,RESMİ DAİRE,3,2372.0
2024,8,SEFERİHİSAR,ÇOLAK İBRAHİM BEY,Konut Dışı,Su,İŞYERİ,28,597.0
2024,4,ÇEŞME,SAKARYA,Konut Dışı,Su,RESMİ OKUL HASTANELER,1,30.0
2020,6,BALÇOVA,BAHÇELERARASI,Konut Dışı,Su,İBADETHANELER,1,134.0
2020,8,ÖDEMİŞ,SEYREKLİ,Konut,Su,KÖY ENGELLİ,2,41.0
2022,1,BORNOVA,NALDÖKEN,Konut Dışı,Su,RESMİ OKUL HASTANELER,1,129.0
2023,7,TORBALI,İNÖNÜ,Konut,Su,KONUT,5904,80753.0
2022,5,FOÇA,ILIPINAR,Konut Dışı,Su,RESMİ OKUL HASTANELER,1,42.0
2022,11,BAYINDIR,DEMİRCİLİK,Konut,Su,KONUT (S),9,69.0
2022,5,MENEMEN,İSTİKLAL,Konut,Su,İLÇE BELEDİYESİ BAHÇE SUYU,4,14.0
2021,10,NARLIDERE,ÇAMTEPE,Sulama,Su,PARKLAR  VE  MEZARLIKLAR,5,1077.0
2023,10,SEFERİHİSAR,PAYAMLI,Konut Dışı,Atıksu,KUYU ATIK SU İŞYERİ,2,16.0
2021,12,TİRE,KURŞAK,Sulama,Su,PARKLAR  VE  MEZARLIKLAR,1,311.0
2021,9,KONAK,KAHRAMANLAR,Konut Dışı,Su,TURİSTİK TESİS,2,283.0
2022,12,ÖDEMİŞ,DEMİRDERE,Sulama,Su,PARKLAR  VE  MEZARLIKLAR,1,2.0
2021,1,SEFERİHİSAR,DÜZCE,Tarım Hayvan,Su,ORMAN KÖYÜ VE ESKİ KÖYLER TARIM/ HAYVAN,13,541.0
